Date	CrawlDate	PostedDate	Company	Country	Type	Title	URL	Score	Keywords	Locations	Matched	Decision
	2026-06-09	2026-05-25	MTU	Germany	Job	Invoicing Specialist (W/M) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/invoicing-specialist-w/m/	5	Design		False	Skipped start site
	2026-06-09	2026-05-25	MTU	Germany	Job	Inspector of aircraft engine parts (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/inspector-of-aircraft-engine-parts-all-genders/	0			False	Skipped start site
	2026-06-09	2026-05-25	MTU	Germany	Job	Manual Worker C - Welder (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/manual-worker-c-welder-all-genders/	0			False	Skipped start site
	2026-06-09	2026-05-22	Agentur fur arbeit	Germany	Job	BERECHNUNGSINGENIEUR CFD (M/W/D) bei Merkle CAE Solutions GmbH	https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-b10e998c_JB5153998-S	75	CFD, Berechnung		False	Skipped start site
	2026-06-09	2026-05-21	Agentur fur arbeit	Germany	Job	Berechnungsingenieur (m/w/d) CFD & FEM bei Akkodis Germany Tech Experts GmbH	https://www.arbeitsagentur.de/jobsuche/jobdetail/12634-BB-641246-7878-7656-S	200	CFD, Entwicklung, Simulation, Berechnung, OpenFOAM, ANSYS		False	Skipped start site
	2026-06-09	2026-05-20	Agentur fur arbeit	Germany	Job	CFD–Entwicklungsingenieur (m/w/d) bei Wingfan Ltd. & Co. KG	https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003105468-S	230	CFD, Entwicklung, Computational Fluid Dynamics, Simulation, Fluid, OpenFOAM, ANSYS		False	Skipped start site
	2026-06-09	2026-05-20	Agentur fur arbeit	Germany	Job	Entwicklungsingenieur Luft- und Raumfahrt (all gender) bei ALTEN Consulting Services GmbH	https://www.arbeitsagentur.de/jobsuche/jobdetail/13185-506118-1773346-0-S	170	CFD, Entwicklung, Simulation, Berechnung		False	Skipped start site
	2026-06-09	2026-05-20	Agentur fur arbeit	Germany	Job	Werkstudent - Renewables Energy Offtake (w/m/d) bei Uniper SE	https://www.arbeitsagentur.de/jobsuche/jobdetail/13064-44188336-519-S	30	CFD		False	Skipped noise
	2026-06-09	2026-05-19	MTU	Germany	Job	L2 NDT Inspector (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/l2-ndt-inspector-all-genders/	0			False	Skipped start site
	2026-06-09	2026-05-15	MTU	Germany	Job	Painter - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/painter/	0			False	Skipped start site
	2026-06-09	2026-05-14	Agentur fur arbeit	Germany	Job	Luft- und Raumfahrtingenieur (all gender) bei ALTEN Consulting Services GmbH	https://www.arbeitsagentur.de/jobsuche/jobdetail/13185-505537-1772561-0-S	170	CFD, Entwicklung, Simulation, Berechnung		False	Skipped start site
	2026-06-09	2026-05-13	MTU	Germany	Job	Peen and HPWJ machine operator - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/peen-and-hpwj-machine-operator/	0			False	Skipped start site
	2026-06-09	2026-05-13	MTU	Germany	Job	Quality Inspector (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/quality-inspector-all-genders/	0			False	Skipped start site
	2026-06-09	2026-05-13	MTU	Germany	Job	Quality Systems and Administration Intern (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/quality-systems-and-administration-intern-all-genders/	0			False	Skipped noise
	2026-06-09	2026-05-12	MTU	Germany	Job	Intern Digital Method Development and Data Engineering (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/intern-digital-method-development-and-data-engineering-all-genders/	0			False	Skipped noise
	2026-06-09	2026-05-08	MTU	Germany	Job	Master Thesis: Oil Condition Monitoring - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/master-thesis-oil-condition-monitoring/	25	Fluid		False	Skipped start site
	2026-06-09	2026-05-08	MTU	Germany	Job	Intern Graphical user interface development for mechanical predesign calculations (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/intern-graphical-user-interface-development-for-mechanical-predesign-calculations-all-genders/	5	Design		False	Skipped noise
	2026-06-09	2026-05-06	MTU	Germany	Job	Flying Fuel Cell Mechanical Design and Integration Engineer (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/flying-fuel-cell-mechanical-design-and-integration-engineer-all-genders/	5	Design		False	Skipped start site
	2026-06-09	2026-05-06	MTU	Germany	Job	Sales Director - Parts Repair Services (all genders) - MTU Aero Engines	https://www.mtu.de/careers/online-job-market/job-posting/sales-director-parts-repair-services-all-genders/	0			False	Skipped start site
	2026-06-09		Agentur fur arbeit	Germany	Job	PhD Student (f/m/d) Numerical analysis of solidification processes in continuous casting of steel bei HELMHOLTZ-ZENTRUM DRESD EN-ROSSENDORF E.V.	https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206778223-S	210	CFD, Computational Fluid Dynamics, Simulation, Fluid, Multiphase Flow, OpenFOAM		False	Skipped noise
	2026-06-09		Agentur fur arbeit	Germany	Job	Postdoctoral Position (m/f/d) Machine Learning for the Acceleration of Simulations bei Universitätsklinikum Schleswig-Holstein	https://www.arbeitsagentur.de/jobsuche/jobdetail/14177-44230309-68-S	175	CFD, Computational Fluid Dynamics, Simulation, Fluid, Design		False	Skipped start site
	2026-06-09		Agentur fur arbeit	Germany	Job	PhD Position / Researcher (m/f/d) Computational Fluid Dynamics and Experimental Validation bei Universitätsklinikum Schleswig-Holstein	https://www.arbeitsagentur.de/jobsuche/jobdetail/14177-44230679-68-S	175	CFD, Computational Fluid Dynamics, Simulation, Fluid, Design		False	Skipped start site
	2026-06-09		Agentur fur arbeit	Germany	Job	Bachelorand Machine Learning CFD (m/w/d) bei Enrichment Technology Company Ltd Niederlassung Deutschland	https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002774190-S	110	CFD, Entwicklung, Simulation, Design		False	Skipped start site
	2026-06-09		Agentur fur arbeit	Germany	Job	Operations & Controlling Support (m/w/d) bei Upstream CFD GmbH	https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002932333-S	105	CFD, Entwicklung, Simulation		False	Skipped start site
	2026-06-09		Agentur fur arbeit	Germany	Job	Akademische:n Mitarbeiter:in im Bereich Simulation (w/m/d) - 26-0... bei Hochschule Aalen Technik und Wirtschaft	https://www.arbeitsagentur.de/jobsuche/jobdetail/20143-cezq0t1esf-S	105	CFD, Entwicklung, Simulation		False	Skipped start site
	2026-06-09		Siemens	Germany	Job	Job Search | Careers Marketplace - Siemens	https://jobs.siemens.com/en_US/externaljobs/SearchJobs/?42386=%5B812132%5D&42386_format=17546&42389=%5B39106405%2C144468627%2C102122%2C102134%2C102127%5D&42389_format=17549&42390=%5B102155%2C102156%2C102157%2C102158%5D&42390_format=17550&listFilterMode=1&folderRecordsPerPage=6&folderOffset=18	85	CFD, Entwicklung, Design		False	Skipped noise
2026-06-09	2026-06-09		University of Siegen	Germany	Job	Akademische Rätin / Akademischer Rat aZ - Lehrstuhl für Produktentwicklung Stellendetails | Universität Siegen	https://jobs.uni-siegen.de/job/Akademische-R%C3%A4tin-Akademischer-Rat-aZ-Lehrstuhl-f%C3%BCr-Produktentwicklung-57076/1399826033/	85	Entwicklung, Simulation, Design	UK	True	Matched
	2026-06-09		Siemens	Germany	Job	Job Search | Careers Marketplace - Siemens	https://jobs.siemens.com/nl_NL/externaljobs/SearchJobs/?42386=%5B812132%5D&42386_format=17546&42389=%5B39106405%2C144468627%2C102122%2C102134%2C102127%5D&42389_format=17549&42390=%5B102155%2C102156%2C102157%2C102158%5D&42390_format=17550&listFilterMode=1&folderRecordsPerPage=9&acz=1&gad_source=1&gad_campaignid=22145011592&gbraid=0AAAAADEuPPMyJNgoWK6259Pvtj28zRinJ&gclid=Cj0KCQjw_vnQBhCxARIsADcZyxJmEyEMgRhsNpWNBs2CTtWxpEEVypzsHBAepKJh_FJ6ZQbC6twdIlUaAodaEALw_wcB	80	Entwicklung, FSI, Design		False	Skipped noise
	2026-06-09		volkswagen	Germany	Job	Hardwareentwickler im Bereich HV Batterie- oder Lenksysteme (m/w/d) Stellendetails | Volkswagen AG	https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Braunschweig-Hardwareentwickler-im-Bereich-HV-Batterie-oder-Lenksysteme-%28mwd%29-38112/1287998801/	80	Entwicklung, Simulation, Design		False	Skipped start site
	2026-06-09		liebherr	Germany	Job	Research and development jobs	https://www.liebherr.com/en-int/careers/professionals/research-and-development-5370622	80	Entwicklung, Simulation, Design		False	Skipped start site
2026-06-09	2026-06-09		Fraunhofer	Germany	Job	BACK-END-ENTWICKLER*IN (all genders) Stellendetails | Fraunhofer-Gesellschaft	https://jobs.fraunhofer.de/job/Kaiserslautern-BACK-END-ENTWICKLERIN-%28all-genders%29-67663/1392421633/	80	Entwicklung, Simulation	UK	True	Matched
	2026-06-09		Dawn aero	Netherlands	Job	Job Application for New Zealand Aerospace Summer Internships — Nov 2026 to Feb 2027 at Dawn Aerospace	https://job-boards.anz.greenhouse.io/dawnaerospace/jobs/4003937201	80	CFD, Fluid, Design		False	Skipped noise
2026-06-09	2026-06-09		University of Siegen	Germany	Job	Mitarbeiter/in - ZIMT - IT-System Engineer im Bereich KI-Anwendungen und High Performance Computing Stellendetails | Universität Siegen	https://jobs.uni-siegen.de/job/Mitarbeiterin-ZIMT-IT-System-Engineer-im-Bereich-KI-Anwendungen-und-High-Performance-Computing-57076/1401238033/	80	Entwicklung, Simulation	UK	True	Matched
2026-06-09	2026-06-09		University of Siegen	Germany	Job	Wissenschaftliche/r Mitarbeiter/in - Lehrstuhl für Tragkonstruktion Stellendetails | Universität Siegen	https://jobs.uni-siegen.de/job/Wissenschaftlicher-Mitarbeiterin-Lehrstuhl-f%C3%BCr-Tragkonstruktion-57076/1388638133/	80	Entwicklung, Simulation	UK	True	Matched
	2026-06-09		Grob Aircraft	Germany	Job	Startseite - Grob Aircraft SE	https://jobs.grob-aircraft.com/	75	Entwicklung, Simulation		False	Skipped noise
	2026-06-09		Agentur fur arbeit	Germany	Job	Abschlussarbeit: CFD-Modellierung und Simulation einer Hochdruckeinspritzung alternative Kraftstoffe bei Everllence SE	https://www.arbeitsagentur.de/jobsuche/jobdetail/16567-44147667-430-S	75	CFD, Simulation		False	Skipped noise
	2026-06-09		Fraunhofer	Germany	Job	Studentische Hilfskraft (m,w,d) mit Fokus KI und Schweißsimulation im Bereich Füge- und Beschichtung Stellendetails | Fraunhofer-Gesellschaft	https://jobs.fraunhofer.de/job/Berlin-Studentische-Hilfskraft-%28m%2Cw%2Cd%29-mit-Fokus-KI-und-Schwei%C3%9Fsimulation-im-Bereich-F%C3%BCge-und-Beschichtung-10587/1402193333/	75	Entwicklung, Simulation		False	Skipped noise
	2026-06-09		Fraunhofer	Germany	Job	"Abschlussarbeit ""Simulative Untersuchung zur Kinetik der Dampfreformierung von Dimethylether"" Stellendetails | Fraunhofer-Gesellschaft"	https://jobs.fraunhofer.de/job/Freiburg-Abschlussarbeit-Simulative-Untersuchung-zur-Kinetik-der-Dampfreformierung-von-Dimethylether-79110/1288686701/	75	Entwicklung, Simulation		False	Skipped noise
	2026-06-09		Simuneer	Germany	Job	Careers: Jobs for people with passion | Simuneer	https://simuneer.de/en/careers/	75	CFD, Simulation		False	Skipped noise
	2026-06-09		Simuneer	Germany	Job	Careers: Jobs for people with passion | Simuneer	https://simuneer.de/en/careers/#cmplz-manage-consent-container	75	CFD, Simulation		False	Skipped noise
	2026-06-09		Simuneer	Germany	Job	Careers: Jobs for people with passion | Simuneer	https://simuneer.de/en/careers/#cmplz-tcf-wrapper	75	CFD, Simulation		False	Skipped noise
	2026-06-09		Simscale	Germany	Job	SimScale Careers | Full-Time & Part-Time Jobs | SimScale	https://www.simscale.com/jobs/	70	Simulation, Fluid		False	Skipped noise
	2026-06-09		Simscale	Germany	Job	SimScale Careers | Full-Time & Part-Time Jobs | SimScale	https://www.simscale.com/jobs/#openings	70	Simulation, Fluid		False	Skipped noise
	2026-06-09		Helsing	Germany	Job	Jobs – Helsing	https://helsing.ai/jobs	55	Simulation, Simulation Engineer, Research Engineer, Design		False	Skipped start site
2026-06-09	2026-06-09		Rheinmetal	Germany	Job	Configuration / Production Data Analyst F-35 (m/w/d) | Rheinmetall	https://www.rheinmetall.com/en/job/configuration___production_data_analyst_f_35__m_w_d_/1060088	50	Entwicklung, Design	Germany, UK	True	Matched
2026-06-09	2026-06-09		Rheinmetal	Germany	Job	Change and Configuration Manager F-35 (m/w/d) | Rheinmetall	https://www.rheinmetall.com/en/job/change_and_configuration_manager_f_35__m_w_d_/1060103	45	Entwicklung	Germany, UK	True	Matched
2026-06-09	2026-06-09		Rheinmetal	Germany	Job	Infrastrukturkoordinator (m/w/d) | Rheinmetall	https://www.rheinmetall.com/en/job/infrastrukturkoordinator__m_w_d_/1060118	45	Entwicklung	Germany, UK	True	Matched
	2026-06-09		EDAG	Germany	Job	Formula Student - EDAG Group	https://www.edag.com/en/career/we-as-an-employer/formula-student	45	Simulation, Simulation Engineer, Design		False	Skipped noise
	2026-06-09		PhysicsX	England	Job	PhysicsX | Careers	https://www.physicsx.ai/careers	45	Simulation, Simulation Engineer, Design		False	Skipped noise
2026-06-09	2026-06-09		Grob Aircraft	Germany	Job	Offene Stellen - Grob Aircraft SE	https://jobs.grob-aircraft.com/jobs/show_more?page=2	40	Entwicklung, Design	UK	True	Matched
2026-06-09	2026-06-09		Rheinmetal	Germany	Job	Maschinen- und Anlagenführer Artilleriewerk - automatisierte Lackieranlage (m/w/d) | Rheinmetall	https://www.rheinmetall.com/en/job/maschinen_und_anlagenfuehrer_artilleriewerk_automatisierte_lackieranlage__m_w_d_/1060100	40	Entwicklung	Germany	True	Matched
2026-06-09	2026-06-09		Fraunhofer	Germany	Job	Master- oder Bachelorarbeit: Additive Fertigung (LB‑PBF) & Mikrostrukturanalyse Stellendetails | Fraunhofer-Gesellschaft	https://jobs.fraunhofer.de/job/Freiburg-Master-oder-Bachelorarbeit-Additive-Fertigung-%28LB%E2%80%91PBF%29-&-Mikrostrukturanalyse-79104/1293641401/	40	Entwicklung, Design	UK	True	Matched
	2026-06-09		Stirling Dyn	England	Job	Careers in Aerospace, Aviation & Marine Engineering	https://www.stirling-dynamics.com/careers	40	Simulation, Simulation Engineer		False	Skipped noise
2026-06-09	2026-06-09		Aerzen	Germany	Job	Job offers - Aerzen	https://www.aerzen.com/career/job-offers	36		Germany, Netherland, Austria, UK, France, Italy, Australia	False	Below threshold
2026-06-09	2026-06-09		Aerzen	Germany	Job	Working for AERZEN - Aerzen	https://www.aerzen.com/career/joining-aerzen	36		Germany, Netherland, Austria, UK, France, Italy, Australia	False	Below threshold
2026-06-09	2026-06-09		Siemens	Germany	Job	Labor Condition Applications	https://www.siemens-energy.com/us/en/company/jobs/labor-condition-applications.html 	36		Germany, Netherland, Austria, UK, France, Italy, Australia	False	Below threshold
2026-06-09	2026-06-09		Siemens	Germany	Job	How we hire - Siemens Energy hiring process 2025	https://www.siemens-energy.com/us/en/home/careers/how-we-hire.html#3.-Selection,-offer-and-onboarding--tab-2	36		Germany, Netherland, Austria, UK, France, Italy, Australia	False	Below threshold
2026-06-09	2026-06-09		CapGemini	Germany	Job	Job search - Capgemini	https://www.capgemini.com/careers/join-capgemini/job-search/?size=15	36		Germany, Netherland, Austria, UK, France, Italy, Australia	False	Below threshold
2026-06-09	2026-06-09		Dawn aero	Netherlands	Job	Job Application for GNC Engineer - Spaceplane at Dawn Aerospace	https://job-boards.anz.greenhouse.io/dawnaerospace/jobs/4000880201	36	Simulation, Design	Netherland, France	False	Below threshold
2026-06-09	2026-06-09		TE Global	Germany	Job	Join Our Talent Network - Life at TE	https://careers.te.com/lp/Join%20Our%20Talent%20Network%20-%20Life%20at%20TE/f6dfb8c7af81608d/?locale=en_US&utm_source=careersite&utm_campaign=Life at TE	36		Germany, Netherland, Austria, UK, France, Italy, Australia	False	Below threshold
	2026-06-09		Siemens	Germany	Job	Job Search | Careers Marketplace - Siemens	https://jobs.siemens.com/cs_CZ/externaljobs/SearchJobs/?42386=%5B812132%5D&42386_format=17546&42389=%5B39106405%2C144468627%2C102122%2C102134%2C102127%5D&42389_format=17549&42390=%5B102155%2C102156%2C102157%2C102158%5D&42390_format=17550&listFilterMode=1&folderRecordsPerPage=9&acz=1&gad_source=1&gad_campaignid=22145011592&gbraid=0AAAAADEuPPMyJNgoWK6259Pvtj28zRinJ&gclid=Cj0KCQjw_vnQBhCxARIsADcZyxJmEyEMgRhsNpWNBs2CTtWxpEEVypzsHBAepKJh_FJ6ZQbC6twdIlUaAodaEALw_wcB	35	Entwicklung, Design		False	Skipped noise
	2026-06-09		Siemens	Germany	Job	Job Search | Careers Marketplace - Siemens	https://jobs.siemens.com/de_DE/externaljobs/SearchJobs/?42386=%5B812132%5D&42386_format=17546&42389=%5B39106405%2C144468627%2C102122%2C102134%2C102127%5D&42389_format=17549&42390=%5B102155%2C102156%2C102157%2C102158%5D&42390_format=17550&listFilterMode=1&folderRecordsPerPage=9&acz=1&gad_source=1&gad_campaignid=22145011592&gbraid=0AAAAADEuPPMyJNgoWK6259Pvtj28zRinJ&gclid=Cj0KCQjw_vnQBhCxARIsADcZyxJmEyEMgRhsNpWNBs2CTtWxpEEVypzsHBAepKJh_FJ6ZQbC6twdIlUaAodaEALw_wcB	35	Entwicklung, Design		False	Skipped noise
	2026-06-09		Siemens	Germany	Job	Engineering Manager (w/m/d) Java Development - Job Detail | Careers Marketplace - Siemens	https://jobs.siemens.com/en_US/externaljobs/JobDetail/509209	35	Entwicklung, Design		False	Skipped noise
